lat,long,number
36.5870017,127.2858648,0
36.58680004,127.2856632,0
36.58637505,127.2858059,0
36.58625612,127.2857162,0
36.58623418,127.2856997,0
36.58616424,127.2857768,0
36.58598172,127.2859779,0
36.58593427,127.2860302,0
36.58580822,127.2861691,0
36.58574217,127.2864289,0
36.58552799,127.2864866,0
36.58550716,127.2864923,0
36.58522208,127.2864023,0
36.58518496,127.2863906,0
36.58515291,127.2863911,0
36.58509966,127.2863919,0
36.58485727,127.2863956,0
36.58485506,127.2863991,0
36.58476302,127.2865424,0
36.58452528,127.2869128,0
36.58433188,127.2872141,0
36.58430628,127.287254,0
36.58421932,127.2872872,0
36.58409476,127.2874793,0
36.58400413,127.2874292,0
36.58398299,127.2874172,0
36.58364666,127.287226,0
36.58368671,127.2869491,0
36.58369019,127.2869256,0
36.58347625,127.2867731,0
36.58325907,127.2868808,0
36.58303811,127.2869904,0
36.58301681,127.2869994,0
36.58289061,127.2870514,0
36.58279336,127.2870908,0
36.58269365,127.2871064,0
36.58227097,127.2875599,0
36.58214174,127.2877831,0
36.58199586,127.2880352,0
36.58189161,127.2882143,0
36.58184911,127.2885699,0
36.58196871,127.2884929,0
36.58202443,127.2886308,0
36.58202694,127.2886358,0
36.58205762,127.2886932,0
36.58212769,127.2888617,0
36.58214839,127.2889097,0
36.58215038,127.2889077,0
36.58216835,127.2889674,0
36.58227669,127.2893307,0
36.58229965,127.2894167,0
36.58231097,127.2894665,0
36.58236743,127.2897075,0
36.58246089,127.290113,0
36.5825129,127.2903323,0
36.58264135,127.2905444,0
36.58265427,127.2905656,0
36.58267411,127.2905992,0
36.58271109,127.2906627,0
36.58277461,127.2909601,0
36.58277692,127.2909763,0
36.58277981,127.2910086,0
36.58281895,127.2912594,0
36.58282385,127.2913186,0
36.58282666,127.2913485,0
36.58283008,127.291385,0
36.58284097,127.2915043,0
36.58285746,127.2916861,0
36.58286993,127.291819,0
36.58287389,127.2918607,0
36.58280837,127.2920115,0
36.58272232,127.2922521,0
36.5826923,127.292336,0
36.58268993,127.2923408,0
36.58268297,127.2923552,0
36.5825924,127.2925403,0
36.58258564,127.2925548,0
36.58257663,127.2925743,0
36.58247864,127.2927711,0
36.58239634,127.2926707,0
36.5823282,127.2926711,0
36.58211978,127.2927357,0
36.58192397,127.292763,0
36.58187096,127.2927703,0
36.58161021,127.2925624,0
36.58142144,127.2925468,0
36.58138746,127.292587,0
36.58127456,127.2927238,0
36.58125078,127.2926855,0
36.58124387,127.2926742,0
36.58118202,127.2925736,0
36.58111989,127.2925513,0
36.58108619,127.2925125,0
36.58107841,127.2925971,0
36.58106514,127.2927527,0
36.58095556,127.2927496,0
36.58081066,127.2938072,0
36.58076935,127.2941087,0
36.5806064,127.2942826,0
36.5804441,127.2944557,0
36.58033798,127.2945689,0
36.58024964,127.2947634,0
36.58023088,127.2948246,0
36.58021451,127.2951437,0
36.58032178,127.2957799,0
36.58032585,127.2960017,0
36.58041654,127.2961671,0
36.58028062,127.2963099,0
36.58024508,127.2967435,0
36.58032947,127.2969584,0
36.58058509,127.2972641,0
36.58063626,127.2977485,0
36.58076556,127.297982,0
36.58128351,127.2981687,0
36.58134798,127.2982666,0
36.58148884,127.2984804,0
36.58156361,127.298782,0
36.58164907,127.2991324,0
36.58194189,127.2993013,0
36.58234212,127.2994453,0
36.5827708,127.2995943,0
36.58321454,127.2997828,0
36.58323768,127.2997923,0
36.58343041,127.2998794,0
36.58361071,127.2999594,0
36.58388726,127.3001519,0
36.58399369,127.3002248,0
36.58413778,127.3003365,0
36.58434896,127.3005045,0
36.58452671,127.3006703,0
36.58471399,127.3008473,0
36.58492808,127.3010766,0
36.5850495,127.3012079,0
36.58509943,127.3012747,0
36.58535962,127.3015946,0
36.58545172,127.3018466,0
36.58555661,127.3021351,0
36.58559756,127.3021883,0
36.58587516,127.3029503,0
36.58587571,127.3029473,0
36.58603357,127.302227,0
36.58609732,127.301905,0
36.58615644,127.3017273,0
36.58641873,127.3012723,0
36.58649842,127.3011652,0
36.58652174,127.3011345,0
36.58656155,127.3010859,0
36.5866199,127.3010146,0
36.58672593,127.300885,0
36.5870665,127.3003478,0
36.58717718,127.3002712,0
36.58726378,127.3002177,0
36.58743268,127.3001132,0
36.58762885,127.2999914,0
36.58788189,127.2998344,0
36.58806885,127.2996965,0
36.58808427,127.2996851,0
36.5881154,127.299633,0
36.58820875,127.299477,0
36.588214,127.2994682,0
36.58827323,127.2993734,0
36.58831756,127.2992961,0
36.58833058,127.2992343,0
36.58837511,127.299018,0
36.58844511,127.2987307,0
36.58846447,127.2986306,0
36.58849495,127.2984566,0
36.58852804,127.2983011,0
36.58854825,127.2981925,0
36.58862452,127.2978584,0
36.58864352,127.2978195,0
36.58871296,127.2976776,0
36.58876796,127.2976403,0
36.58893337,127.2975282,0
36.58901744,127.2974699,0
36.58908672,127.2974184,0
36.5893353,127.2973157,0
36.58964236,127.2973057,0
36.58985059,127.2973794,0
36.59006243,127.2974541,0
36.59034236,127.2976435,0
36.59040233,127.2976827,0
36.59043245,127.2977024,0
36.5904563,127.2977214,0
36.59050046,127.2978404,0
36.59050691,127.2978573,0
36.59052282,127.297899,0
36.59069605,127.2983521,0
36.59088763,127.2987801,0
36.59090341,127.2988166,0
36.59110277,127.2992868,0
36.5913052,127.2996502,0
36.59155201,127.3000239,0
36.5916073,127.3000948,0
36.59179644,127.3003382,0
36.5918182,127.3003662,0
36.59186826,127.3004041,0
36.5923098,127.3007378,0
36.59244513,127.3008643,0
36.59256743,127.3009782,0
36.59260667,127.3010147,0
36.59279356,127.3011919,0
36.59259253,127.3013878,0
36.59275909,127.3015687,0
36.59280714,127.3016213,0
36.5931379,127.3019612,0
36.59341457,127.302218,0
36.59374217,127.3024402,0
36.5941495,127.3027001,0
36.59446486,127.3027942,0
36.59476985,127.302836,0
36.59504769,127.3028572,0
36.59530737,127.3028474,0
36.59539616,127.302819,0
36.59590946,127.302655,0
36.59635312,127.3025353,0
36.59671934,127.3024592,0
36.59710627,127.3024479,0
36.59750105,127.3024667,0
36.59796846,127.3024859,0
36.59812196,127.3024921,0
36.59857206,127.3025603,0
36.59899854,127.3026593,0
36.59933132,127.302779,0
36.59940109,127.3028041,0
36.59951331,127.3029139,0
36.59952679,127.3029217,0
36.59962733,127.3029801,0
36.59983117,127.3030976,0
36.59997074,127.3031843,0
36.6001318,127.3032835,0
36.60014744,127.3032931,0
36.60039407,127.3034267,0
36.60066794,127.3035632,0
36.60074748,127.3036016,0
36.60081088,127.3036344,0
36.60086694,127.3036633,0
36.60104785,127.3037566,0
36.60107318,127.3037696,0
36.60128548,127.3038821,0
36.60147397,127.303982,0
36.60154357,127.3040083,0
36.6015683,127.3040177,0
36.60199272,127.3041785,0
36.60240455,127.3043361,0
36.60259694,127.3044071,0
36.60285459,127.304442,0
36.60311383,127.3044773,0
36.60337732,127.3044886,0
36.60369785,127.3044583,0
36.60392899,127.3044222,0
36.60414383,127.3043908,0
36.60427627,127.3043672,0
36.60454681,127.3043199,0
36.6047974,127.3042662,0
36.60489734,127.3042235,0
36.60506774,127.3041506,0
36.60529799,127.3040519,0
36.60532267,127.3040413,0
36.60571013,127.3038099,0
36.60574165,127.3037933,0
36.60600358,127.3036518,0
36.60613792,127.3035784,0
36.60621179,127.3035254,0
36.60635789,127.3034207,0
36.6064585,127.303349,0
36.6065155,127.3033078,0
36.60661355,127.3032178,0
36.6067279,127.3031129,0
36.60712465,127.3028054,0
36.60744493,127.3023869,0
36.60774991,127.3019524,0
36.60813163,127.3014653,0
36.60840075,127.3011298,0
36.60841627,127.3011105,0
36.60850588,127.3010139,0
36.60876688,127.3007324,0
36.60902923,127.3004329,0
36.60907843,127.3003775,0
36.60915294,127.3002865,0
36.60924139,127.3001805,0
36.60933522,127.3000666,0
36.60943047,127.2999753,0
36.60952587,127.2998841,0
36.60957461,127.2998373,0
36.60961703,127.2997965,0
36.60970744,127.2997107,0
36.60978929,127.2996327,0
36.60992946,127.2995024,0
36.61008637,127.2993565,0
36.61009169,127.299352,0
36.61024037,127.299207,0
36.61032985,127.2991197,0
36.61041708,127.2990357,0
36.61042105,127.2990308,0
36.61044081,127.2989393,0
36.61048123,127.2987584,0
36.61048323,127.2987507,0
36.61048629,127.2986313,0
36.61048996,127.2984661,0
36.61049337,127.2982992,0
36.61049541,127.2982082,0
36.61049341,127.298101,0
36.61049108,127.297985,0
36.61063547,127.2980177,0
36.61091174,127.2982409,0
36.6109108,127.2983603,0
36.6110229,127.2983306,0
36.61108812,127.2983936,0
36.61116971,127.2984734,0
36.61118388,127.2985174,0
36.61129774,127.2988703,0
36.61137247,127.2991472,0
36.61137281,127.2991485,0
36.61158803,127.2991247,0
36.61183577,127.2990974,0
36.61195534,127.2990649,0
36.61195723,127.2990643,0
36.61204929,127.2994228,0
36.61205528,127.2994461,0
36.61214289,127.2994377,0
36.61230177,127.2993824,0
36.61261075,127.2992903,0
36.61297066,127.2992195,0
36.61297627,127.2992185,0
36.61298762,127.2992874,0
36.61299095,127.2993076,0
36.61314067,127.2992954,0
36.6132518,127.2992781,0
36.61343845,127.2992599,0
36.61365243,127.2991805,0
36.61394105,127.2990554,0
36.61422417,127.2990694,0
36.61430999,127.2990499,0
36.61437891,127.2990331,0
36.61444923,127.2990403,0
36.61445615,127.299041,0
36.61439544,127.2991449,0
36.61424717,127.2993027,0
36.61408161,127.2994633,0
36.61394477,127.2996142,0
36.61380744,127.2997293,0
36.61379502,127.2997397,0
36.61396729,127.2998097,0
36.61420183,127.2998566,0
36.61434656,127.2998257,0
36.61458063,127.2998262,0
36.61500389,127.2997865,0
36.61541014,127.299699,0
36.61557325,127.2996638,0
36.61557413,127.2996487,0
36.61558202,127.2995122,0
36.61559164,127.2990289,0
36.61568373,127.2986802,0
36.61567159,127.2985683,0
36.61575172,127.2984934,0
36.6159946,127.2983515,0
36.61624627,127.2982076,0
36.61665675,127.2979982,0
36.61684051,127.2979613,0
36.61711961,127.2979077,0
36.61754832,127.2979489,0
36.61765953,127.2979654,0
36.61796703,127.2980092,0
36.61809746,127.2980186,0
36.61840753,127.2980394,0
36.61872604,127.2980741,0
36.61919348,127.2981195,0
36.61921061,127.2981212,0
36.61921488,127.2981216,0
36.61955014,127.2980322,0
36.61961116,127.2980149,0
36.61976331,127.2979718,0
36.61995322,127.297918,0
36.62035182,127.2976789,0
36.62040975,127.2976441,0
36.6207021,127.2974645,0
36.62070363,127.2974635,0
36.62081779,127.2973705,0
36.62103958,127.2971872,0
36.62142082,127.2967394,0
36.62143194,127.2966517,0
36.62149165,127.2961807,0
36.62173444,127.2942654,0
36.62212267,127.2939674,0
36.6223544,127.2938343,0
36.62245934,127.2937692,0
36.62294296,127.2936287,0
36.62329783,127.2936156,0
36.62373063,127.2936728,0
36.62417924,127.2938171,0
36.62476697,127.2940568,0
36.62481121,127.2940615,0
36.62508486,127.2940974,0
36.62524183,127.2941175,0
36.62533976,127.2941221,0
36.62563219,127.2941394,0
36.62577147,127.2941586,0
36.62614715,127.2942153,0
36.62657335,127.2941993,0
36.62672476,127.2941835,0
36.6269996,127.2941588,0
36.62718665,127.293992,0
36.62721104,127.2939393,0
36.62733125,127.2936836,0
36.62732574,127.2933503,0
36.62732075,127.2930548,0
36.62728228,127.2928684,0
36.6272104,127.292515,0
36.62719417,127.2923509,0
36.6271571,127.2919308,0
36.62714485,127.2917929,0
36.62721768,127.2914561,0
36.62728811,127.2910704,0
36.62736797,127.2906721,0
36.62743261,127.2903689,0
36.62750734,127.2902157,0
36.62756814,127.2900948,0
36.62759636,127.2900387,0
36.62766034,127.2899823,0
36.62779616,127.2898677,0
36.62805347,127.2897589,0
36.62809914,127.2897396,0
36.62838234,127.2896155,0
36.62852869,127.2895592,0
36.62854239,127.2895554,0
36.62870023,127.2894985,0
36.62886405,127.2894363,0
36.62903883,127.289371,0
36.62918284,127.2893193,0
36.62932968,127.2892673,0
36.6294183,127.2892499,0
36.62969236,127.289191,0
36.6299548,127.2891318,0
36.6301331,127.2890864,0
36.6302858,127.289048,0
36.6303862,127.2890304,0
36.63067867,127.2889792,0
36.63097483,127.2889231,0
36.63125009,127.2888945,0
36.63139289,127.2888867,0
36.63155494,127.2888776,0
36.63171088,127.2888684,0
36.63185704,127.2888545,0
36.63193899,127.2888462,0
36.6319887,127.2888442,0
36.63204928,127.288828,0
36.63235454,127.2887499,0
36.63250808,127.2887061,0
36.63266581,127.2886599,0
36.63274215,127.2886373,0
36.6328279,127.2886119,0
36.63289598,127.288594,0
36.63291576,127.2885933,0
36.63316777,127.2885763,0
36.63329949,127.2885669,0
36.63337629,127.2885618,0
36.6334813,127.2885608,0
36.63372523,127.2885549,0
36.63381219,127.2885561,0
36.63381771,127.2885561,0
36.63382722,127.2885562,0
36.63401116,127.2885864,0
36.63426549,127.288625,0
36.63437603,127.2886487,0
36.63454386,127.2886816,0
36.63457002,127.2886861,0
36.63469176,127.2887134,0
36.63476705,127.2887296,0
36.63479461,127.2887402,0
36.63484477,127.2887628,0
36.63498018,127.2888218,0
36.63498623,127.2888265,0
36.63504602,127.2888511,0
36.63514391,127.2888929,0
36.63531853,127.2889652,0
36.63535946,127.288981,0
36.63547756,127.2891057,0
36.63559226,127.2892227,0
36.63565372,127.2892692,0
